ID,장소명,별점,맛,가성비,분위기,서비스,원천
445276408,도쿄빙수 본점,4,50,5,16,21,kakao
1419330175,모아새,3.6,9,3,9,4,kakao
1657237532,두두리두팡 망원본점,4,12,2,9,12,kakao
879138848,올웨이즈어거스트,4.5,81,10,71,69,kakao
1900464075,아브르드팡,4.1,4,18,2,3,kakao
26966495,스몰커피바,4.3,7,3,6,7,kakao
924273495,레이지독케이크,4.8,7,6,4,7,kakao
1427980191,몬스터스토리지 메종망원점,3.3,5,1,6,2,kakao
642988041,어레미,4.9,5,18,8,8,kakao
75453582,해브어,4.7,22,5,11,23,kakao
282328816,포스트노빌즈,4.4,29,2,29,23,kakao
1220444490,리파인드카페,5,2,1,2,2,kakao
2123162656,네르,4,2,2,1,2,kakao
1653632254,카페핀드,4.7,12,4,14,10,kakao
1228102379,카페 고잉홈,4.4,17,4,18,18,kakao
257404114,크리머리,4.9,17,6,11,17,kakao
2131106327,평형,4.8,30,8,36,30,kakao
742475019,이어케이크,4.5,9,4,5,3,kakao
27302110,카페카카,4.2,32,10,27,23,kakao
386734379,나탈레,5,2,2,1,2,kakao
590814081,메이크베러띵스,4.8,33,11,16,24,kakao
20620718,피피커피,4.5,55,14,36,49,kakao
723311013,라뚜셩트베이커리,4.4,109,18,48,36,kakao
1592578597,메가MGC커피 마포중앙점,3,109,1,48,36,kakao
601066045,제로어쎔,5,3,18,3,3,kakao
1955254709,메가MGC커피 망원시장점,4.1,3,4,1,2,kakao
1378396844,카페 나기,4.8,3,2,2,2,kakao
1129394942,구황작물,4.3,19,3,16,19,kakao
1213024880,고드니 망원,4.4,3,18,2,3,kakao
798968874,다다랩,4.4,36,13,45,33,kakao
1392824555,프토빌,3.7,2,18,1,1,kakao
916347366,솔티웨이브,4.4,109,18,48,36,kakao
1322416880,퍼스널커피,4.7,23,13,16,21,kakao
1381727144,버터크림팩토리,4.8,39,5,8,21,kakao
1185919020,광합성카페,4,16,3,16,9,kakao
963684615,범골커피,4.9,6,4,6,5,kakao
1145609942,러브레플리카,5,3,18,6,2,kakao
659749618,Uig,4.1,33,5,40,14,kakao
332229567,오늘의위로,4.5,20,5,11,14,kakao
95032920,루아르커피바 망원,4,15,5,19,16,kakao
2090377910,카펫 망원점,3.7,18,2,18,11,kakao
1913867081,카페밤비 2호점,4.6,5,2,2,5,kakao
1148426905,마핑파,4.1,13,1,11,9,kakao
1314682474,로트,4.8,12,3,11,10,kakao
692735827,찬찬커피로스터스,4.8,11,6,9,9,kakao
266569400,필리커피,3.8,17,4,14,12,kakao
1340459615,피우커피,4.9,6,18,6,8,kakao
1063334494,씨엘로,4.4,4,1,5,5,kakao
87167692,플랩핑커피,4.9,3,2,4,4,kakao
680429098,센토브,4.4,18,4,17,16,kakao
514993416,빽다방 망원시장점,3.5,2,3,48,4,kakao
267571896,컴포즈커피 망원시장점,3.3,5,5,3,6,kakao
1186855546,탭커피 망원점,4.2,1,18,1,1,kakao
173906030,9램,4.3,8,2,10,8,kakao
387898908,보울리,4.9,7,1,4,7,kakao
232805429,레오띠,4,1,1,3,3,kakao
996526822,빽다방 마포시민공원점,4.5,2,3,48,3,kakao
2097572982,커피무카24 망원점,4.5,2,3,1,2,kakao
52284774,매머드익스프레스 망원역점,4.8,4,4,1,5,kakao
1097247560,누운,4.8,17,6,19,17,kakao
162670710,호버,4.7,3,1,3,3,kakao
163310640,베러댄알콜,4.4,13,1,9,9,kakao
285155093,에그밀,4.3,4,4,4,4,kakao
1599315556,메럴리,4.9,12,5,7,10,kakao
1300805624,무흐,5,5,18,4,3,kakao
1181594448,닷트 dott,5,10,2,7,9,kakao
1535275573,하우스오브바이닐 망원점,3.6,5,18,17,4,kakao
394201778,한강에스프레소,4.6,48,13,42,29,kakao
480439330,페트롤플레이스,4.4,18,1,21,16,kakao
938212941,고리,4.8,9,1,8,7,kakao
2085885339,위트윈스,4.7,8,2,7,7,kakao
1611340177,딥블루레이크_카페,4.6,2,1,1,2,kakao
753961371,스테어,4,109,18,1,2,kakao
864159937,오렌지페블,3.2,11,8,8,10,kakao
180848635,히피커피,5,3,2,2,3,kakao
156262262,꼬레소레하우스,5,8,2,7,8,kakao
1528313820,프레피커피랩 망원점,4.3,9,6,8,8,kakao
1293967995,텀어우드,5,8,4,8,8,kakao
1253776250,카페게이트 망원역점,4.1,4,4,5,5,kakao
1815189022,바나타이거 망원점,4.4,2,2,1,3,kakao
941603101,이호커피 망원점,4.9,9,2,7,8,kakao
1666714903,인바이트,5,3,3,3,2,kakao
300091415,요거트아이스크림의정석 망원점,2.4,2,18,1,2,kakao
1202937064,그냥방실,4,3,1,2,2,kakao
588822286,요거로밀,4.9,6,5,2,4,kakao
1705080114,오늘요거,4.2,2,18,1,2,kakao
636625983,M1CT,4.5,11,3,8,6,kakao
1055053824,필담,4.1,11,18,18,15,kakao
1291730987,포트레이트 커피바,4.3,48,16,51,32,kakao
1736421664,카페엠,4.5,9,6,5,10,kakao
739373855,파사도 망원,3.2,10,5,14,8,kakao
1886415074,보통공원,4.2,24,3,29,16,kakao
27417081,코코부코 망원본점,4.8,18,8,7,12,kakao
488469700,604,4.6,26,7,21,17,kakao
1295263859,오탄틱,4.9,14,7,15,14,kakao
687040133,숲터 그로브 허브 망원,5,3,3,3,3,kakao
358523602,브라운프론트도어,4.8,21,6,23,21,kakao
974225193,WHH 와하하,4.4,12,6,11,13,kakao
1423394242,카페빈틈m,4.8,28,21,35,33,kakao
1297963974,키프키프나인,5,10,6,6,8,kakao
1763973116,큰새 브루잉,5,1,1,1,1,kakao
1332339920,낫트,4.5,1,18,2,1,kakao
1426623384,JS라운지 망원점,5,109,18,48,36,kakao
472708010,망디,5,5,4,4,6,kakao
968386360,이롭커피베이크,4.9,8,3,8,7,kakao
41281308,커차그,4.9,7,2,7,8,kakao
1938487099,타티커피스,4,1,18,1,36,kakao
1357554900,HHSS하우스,2.8,6,18,15,7,kakao
1956502109,파동로스터리카페,5,1,18,1,36,kakao
1035384075,메가MGC커피 마포시민공원점,3.1,2,2,48,3,kakao
1940304043,시모어,4.8,11,5,12,12,kakao
973295033,카페기글,4.4,5,1,5,2,kakao
1543767394,메가MGC커피 망원포은점,3,1,1,48,1,kakao
967799425,소피,4,10,3,12,9,kakao
245104773,사과당 망원점,4.3,3,2,3,3,kakao
979881761,도파민,4.8,17,9,8,12,kakao
1024619416,카나모노룸,4,18,3,17,18,kakao
45606914,허니빙스,3.6,7,5,1,3,kakao
1371486408,마르뜨,3.9,2,18,2,1,kakao
405538867,할루,5,109,18,48,36,kakao
424043959,우지커피 망원한강공원점,4.2,5,4,1,4,kakao
307803660,달보드레,5,5,3,3,5,kakao
1254472158,커넥츠커피 망원점,4.2,17,6,14,17,kakao
170341992,카페텅 망원점,3.1,4,18,3,4,kakao
1485587728,지누스,3.8,4,4,1,3,kakao
1101251149,구스커피앤바,4.5,29,4,36,25,kakao
1904884118,틸다운 망원,4.9,3,1,6,5,kakao
27283455,카페하임,4.1,10,5,1,6,kakao
1811389978,애독의흔적,5,1,1,1,1,kakao
1671021007,노웨어홈,4.6,7,3,7,7,kakao
1406479066,큐엔에이룸,5,2,18,2,2,kakao
1207843121,캐롤라인더스틴,5,2,1,3,3,kakao
1808136120,피에스타7커피 망리단길점,1.8,1,1,48,1,kakao
1509063996,이디야커피 망리단길점,4.3,109,18,1,36,kakao
1132169409,페이브커피 망원시장점,4.3,1,1,48,36,kakao
1716463094,오슬로우 월드컵시장점,5,1,1,48,1,kakao
347760332,모을,4.3,11,4,20,12,kakao
1737509311,힙댕,4.2,5,6,7,9,kakao
1274357871,루틸,4.6,3,2,2,2,kakao
1262692306,아더커피 망원점,5,1,1,1,1,kakao
1406224236,삼공,3.9,9,18,2,2,kakao
